ID,present,WC_alt,WC_bio1,WC_bio11,WC_bio10,WC_bio4,ER_tri,ER_topoWet,WC_bio12,WC_bio7,lon,lat
20,1,6,16.100000381469727,6.599999904632568,25.200000762939453,72.06999969482422,1.6299999952316284,13.180000305175781,1295,31.5,-76.6622,35.5891
21,1,476,12.899999618530273,2.5999999046325684,22.600000381469727,77.30000305175781,44.349998474121094,9.9399995803833,1132,34,-82.682698,36.428071
22,1,6,16.100000381469727,6.599999904632568,25,71.6500015258789,2.130000114440918,13.220000267028809,1292,31.5,-76.563761,35.734544
23,1,6,16.100000381469727,6.599999904632568,25,71.6500015258789,2.130000114440918,13.220000267028809,1292,31.5,-76.564969,35.734101
24,1,46,19.100000381469727,10.600000381469727,26.799999237060547,63.4900016784668,7.510000228881836,12.140000343322754,1615,29.100000381469727,-88.143794,30.896731
25,1,11,23,18,27.399999618530273,37.060001373291016,1.4800000190734863,13.479999542236328,1336,21.899999618530273,-81.416567,26.29815
26,1,170,9.100000381469727,2.4000000953674316,16.200000762939453,54.58000183105469,73.88999938964844,8.930000305175781,1519,24.299999237060547,-122.77638,49.286788
27,1,139,9.100000381469727,-2.4000000953674316,20.100000381469727,86.80999755859375,16.889999389648438,11.029999732971191,1236,36.099998474121094,-72.335838,41.632059
28,1,573,9.5,-1.7000000476837158,19.899999618530273,83.19000244140625,22.549999237060547,10.619999885559082,1246,35.20000076293945,-79.791113,39.479347
29,1,650,5.699999809265137,-6.5,16.899999618530273,90.62999725341797,61.93000030517578,9.210000038146973,1156,36.79999923706055,-74.574577,42.16884
30,1,891,13.399999618530273,8,20,47.77000045776367,93.2699966430664,8.510000228881836,653,26,-119.546318,34.512897
31,1,278,8,-4.199999809265137,19.299999237060547,90.5,28.989999771118164,10.180000305175781,1165,37.900001525878906,-73.487938,41.855269
32,1,407,13.899999618530273,8.199999809265137,20.100000381469727,47.7400016784668,68.45999908447266,9.050000190734863,998,27.100000381469727,-122.469252,38.405276
33,1,1710,8.899999618530273,2.0999999046325684,17.100000381469727,60.31999969482422,125.29000091552734,8.359999656677246,986,30.899999618530273,-119.656268,37.53688
34,1,1710,8.899999618530273,2.0999999046325684,17.100000381469727,60.31999969482422,125.29000091552734,8.359999656677246,986,30.899999618530273,-119.651216,37.532802
35,1,271,6.900000095367432,-5.800000190734863,18.600000381469727,94.2699966430664,35.61000061035156,10.119999885559082,1139,40.20000076293945,-72.334859,42.676148
36,1,208,8.300000190734863,-4,19.600000381469727,91.0999984741211,31.100000381469727,10.25,1107,38.400001525878906,-73.587452,41.945878
37,1,701,10.399999618530273,3.299999952316284,18.399999618530273,60.150001525878906,82.5199966430664,8.920000076293945,569,32.599998474121094,-122.718742,42.182445
38,1,2365,15.600000381469727,10.199999809265137,20,38.810001373291016,104.87999725341797,8.579999923706055,446,26,-100.964944,25.234229
39,1,262,7.5,-5,19,92.38999938964844,28.989999771118164,10.260000228881836,1179,38.79999923706055,-72.384017,42.341462
40,1,296,7.300000190734863,-5.400000095367432,19,94.23999786376953,59.91999816894531,9.1899995803833,1102,39.5,-73.198478,42.741742
41,1,800,4.300000190734863,-6.699999809265137,14.699999809265137,83.62000274658203,46.380001068115234,9.239999771118164,646,37.20000076293945,-120.080308,51.94483
42,1,701,10.399999618530273,3.299999952316284,18.399999618530273,60.150001525878906,82.5199966430664,8.920000076293945,569,32.599998474121094,-122.714538,42.182453
43,1,316,5.900000095367432,-7.300000190734863,18,97.44000244140625,47.5,9.819999694824219,1056,41.5,-72.557037,43.625645
44,1,297,6.300000190734863,-6.599999904632568,18.299999237060547,95.87999725341797,44.36000061035156,9.8100004196167,1070,40.599998474121094,-71.91492,43.418043
45,1,249,5.900000095367432,-7.099999904632568,18,97.87000274658203,7.920000076293945,12.529999732971191,782,40,-84.491811,45.346295
46,1,742,13.699999809265137,8.600000381469727,19.899999618530273,45.18000030517578,100.93000030517578,8.539999961853027,604,26.299999237060547,-119.975538,34.757858
47,1,15,21,14.300000190734863,27,49.83000183105469,2.75,13.020000457763672,1302,25.799999237060547,-81.649672,29.17925
48,1,399,7.900000095367432,2.5999999046325684,13.899999618530273,44.9900016784668,44.88999938964844,9.3100004196167,1340,20.700000762939453,-123.60302,48.46262
49,1,1578,16.700000762939453,8.800000190734863,23.5,57.54999923706055,120.36000061035156,7.800000190734863,443,29.700000762939453,-103.301006,29.279028
50,1,3450,0.30000001192092896,-5.5,7.699999809265137,53.40999984741211,131.14999389648438,7.869999885559082,764,26.5,-118.475084,36.653296
51,1,211,8.5,-3.700000047683716,19.700000762939453,90.31999969482422,40.959999084472656,9.789999961853027,1138,37.900001525878906,-73.535463,41.808984
52,1,249,14.399999618530273,8.300000190734863,20.600000381469727,49.22999954223633,63.29999923706055,9.199999809265137,926,28.700000762939453,-122.430341,38.445147
53,1,407,13.899999618530273,8.199999809265137,20.100000381469727,47.7400016784668,68.45999908447266,9.050000190734863,998,27.100000381469727,-122.424577,38.401282
54,1,424,13.699999809265137,7.900000095367432,20,48.2599983215332,75.73999786376953,8.869999885559082,1057,27.600000381469727,-122.566744,38.465449
55,1,2447,12.899999618530273,9.399999618530273,15.600000381469727,24.309999465942383,235.41000366210938,7.199999809265137,595,21.299999237060547,-100.355684,25.312027
56,1,1235,0.800000011920929,-11.399999618530273,12.399999618530273,92.470001220703125,155,7.380000114440918,1703,36,-71.327688,44.301308
57,1,472,11.600000381469727,1,21.700000762939453,79.779998779296875,45.869998931884766,9.920000076293945,1091,34.900001525878906,-78.856475,38.031697
58,1,2270,13.600000381469727,9.800000190734863,16.600000381469727,27.049999237060547,225.41000366210938,7.440000057220459,538,21.5,-100.434497,25.445675
59,1,760,11.600000381469727,1.899999976158142,20.600000381469727,72.69000244140625,81.91999816894531,8.609999656677246,1428,33.29999923706055,-83.484174,35.705096
60,1,484,14.800000190734863,9.899999618530273,20.5,41.900001525878906,71.339996337890625,9.149999618530273,565,25.100000381469727,-119.902023,34.586393
61,1,307,7,-8.800000190734863,21,115.06999969482422,6.599999904632568,12.399999618530273,777,44.70000076293945,-92.94793,44.926145
62,1,271,10.699999809265137,4.699999809265137,17.399999618530273,50.08000183105469,44.43000030517578,10.40999984741211,1294,26.399999618530273,-123.117222,43.974722
63,1,2109,16.600000381469727,11.100000381469727,21.200000762939453,40.34000015258789,67.33000183105469,9.420000076293945,424,26.299999237060547,-100.816701,25.243966
64,1,14,15.399999618530273,11.699999809265137,19.100000381469727,28.350000381469727,3.6700000762939453,11.0600004196167,409,19.399999618530273,-119.8398,34.403457
65,1,710,15.199999809265137,8.699999809265137,22.799999237060547,55.720001220703125,106.33999633789062,8.300000190734863,450,29.100000381469727,-118.802063,34.551753
66,1,2449,14.5,9.600000381469727,18.399999618530273,34.869998931884766,110.68000030517578,8.220000267028809,454,24.5,-100.871588,25.251404
67,1,409,9.800000190734863,-1.5,20.5,84.93000030517578,32.560001373291016,10.5600004196167,1095,36.099998474121094,-79.614484,39.977880999999996
68,1,417,14.399999618530273,6.900000095367432,22.600000381469727,62.619998931884766,68.589996337890625,9.020000457763672,683,34.29999923706055,-122.387417,38.954624
69,1,156,12.300000190734863,1,22.799999237060547,83.81999969482422,11.109999656677246,11.609999656677246,1040,36.29999923706055,-77.927063,38.700763
70,1,702,14.699999809265137,9,21.700000762939453,50.22999954223633,116.93000030517578,8.319999694824219,494,27.299999237060547,-118.939425,34.425417
71,1,141,-3.5,-23.899999618530273,15.399999618530273,155.02000427246094,5.420000076293945,12.90999984741211,355,54,-121.393433,61.856422
72,1,461,14.699999809265137,10.199999809265137,20.100000381469727,39.36000061035156,80.339996337890625,8.550000190734863,570,24,-119.87772,34.534049
73,1,461,14.699999809265137,10.199999809265137,20.100000381469727,39.36000061035156,80.339996337890625,8.550000190734863,570,24,-119.896365,34.56696
74,1,1710,8.899999618530273,2.0999999046325684,17.100000381469727,60.31999969482422,125.29000091552734,8.359999656677246,986,30.899999618530273,-119.635863,37.523737
75,1,6,16.100000381469727,6.599999904632568,25,71.6500015258789,2.130000114440918,13.220000267028809,1292,31.5,-76.557059,35.731007
76,1,1925,5.800000190734863,-2.200000047683716,14.300000190734863,65.44000244140625,53.22999954223633,9.800000190734863,857,35.900001525878906,-120.241883,39.3805
77,1,1006,13.699999809265137,7.400000095367432,21.5,56.099998474121094,147.10000610351562,8.119999885559082,489,28,-118.965535,34.514253
78,1,595,13.699999809265137,6.199999809265137,22.299999237060547,64.69000244140625,87.0999984741211,8.84000015258789,753,34.400001525878906,-122.61538,39.64336
79,1,1710,8.899999618530273,2.0999999046325684,17.100000381469727,60.31999969482422,125.29000091552734,8.359999656677246,986,30.899999618530273,-119.638282,37.502596
80,1,2069,8.5,-0.5,18.100000381469727,72.779998779296875,26.18000030517578,11.149999618530273,494,36.599998474121094,-111.547869,35.231599
81,1,401,12,1.2999999523162842,22.200000762939453,80.7300033569336,79.48999786376953,9.25,1107,35.099998474121094,-78.734909,38.097011
82,1,11,23,17.799999237060547,27.5,38.15999984741211,1.3899999856948853,13.460000038146973,1328,22.399999618530273,-81.53367,26.491645
83,1,608,6.300000190734863,-5.599999904632568,17.200000762939453,88.55999755859375,47.16999816894531,10.010000228881836,1147,36.900001525878906,-78.673937,41.9416
84,1,608,6.300000190734863,-5.599999904632568,17.200000762939453,88.55999755859375,47.16999816894531,10.010000228881836,1147,36.900001525878906,-78.673858,41.941295
85,1,2221,15.800000190734863,10.5,20.100000381469727,38.20000076293945,119.62999725341797,8.039999961853027,426,25,-100.914507,25.347143
86,1,173,13.199999809265137,8.399999618530273,17.899999618530273,37.720001220703125,42.5,10.069999694824219,1191,24.299999237060547,-122.922689,38.492023
87,1,286,14.5,10.300000190734863,19.200000762939453,35.040000915527344,41.13999938964844,10.329999923706055,479,25.600000381469727,-120.348036,35.119019
88,1,2221,15.800000190734863,10.5,20.100000381469727,38.20000076293945,119.62999725341797,8.039999961853027,426,25,-100.86921,25.339001
89,1,464,3.5999999046325684,-10.899999618530273,16.399999618530273,106.13999938964844,15.0600004196167,11.0600004196167,968,42.099998474121094,-78.640637,45.547855
90,1,1980,17.399999618530273,11.5,22.399999618530273,42.939998626708984,84.83000183105469,8.479999542236328,394,26.299999237060547,-100.999422,25.392546
91,1,663,13.5,7.900000095367432,20,48.56999969482422,44.40999984741211,9.359999656677246,586,30.799999237060547,-120.35691,35.371197
92,1,777,15.399999618530273,9.300000190734863,22.700000762939453,52.790000915527344,100.06999969482422,8.489999771118164,579,28.899999618530273,-118.147358,34.217658
93,1,777,15.399999618530273,9.300000190734863,22.700000762939453,52.790000915527344,100.06999969482422,8.489999771118164,579,28.899999618530273,-118.147719,34.217292
94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.637198,25.381291
95,1,162,11,8.199999809265137,14.199999809265137,23.84000015258789,95.48999786376953,8.979999542236328,1878,15,-124.356773,40.288915
96,1,240,8.300000190734863,2.200000047683716,15.199999809265137,51.56999969482422,45.66999816894531,9.699999809265137,1547,23.399999618530273,-125.120354,49.679326
97,1,10,16.399999618530273,7.199999809265137,25.200000762939453,70.279998779296875,2.4600000381469727,12.8100004196167,1313,29.5,-75.876626,35.792769
98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.637448,25.376267
99,1,312,6.5,1.7999999523162842,12.300000190734863,42.02000045776367,49.959999084472656,8.970000267028809,1981,17.799999237060547,-132.073669,53.257919
100,1,116,8.399999618530273,-4,20,92.5,20.40999984741211,10.649999618530273,1122,38.70000076293945,-72.417196,42.257059
101,1,1783,16.100000381469727,11.600000381469727,19.700000762939453,32.099998474121094,207.00999450683594,7.449999809265137,487,22.299999237060547,-100.439552,25.530695
102,1,226,13.300000190734863,2.799999952316284,23.299999237060547,79.2300033569336,15.09000015258789,11.289999961853027,1074,34.599998474121094,-79.248252,37.476424
103,1,415,9.199999809265137,-2.5999999046325684,20.200000762939453,88.339996337890625,38.63999938964844,10.130000114440918,1001,36,-77.883798,40.730699
104,1,701,10.399999618530273,3.299999952316284,18.399999618530273,60.150001525878906,82.5199966430664,8.920000076293945,569,32.599998474121094,-122.717562,42.188438
105,1,495,6.5,-5.900000095367432,18,92.51000213623047,60.189998626708984,9.1899995803833,1151,37.70000076293945,-73.301117,42.575387
106,1,221,6.400000095367432,-6.800000190734863,18.600000381469727,97.91999816894531,39.2400016784668,9.920000076293945,975,41.599998474121094,-72.412051,43.643366
107,1,656,14.100000381469727,9.199999809265137,20.200000762939453,43.75,97.30999755859375,8.729999542236328,639,25.299999237060547,-119.687677,34.517914
108,1,424,13.699999809265137,7.900000095367432,20,48.2599983215332,75.73999786376953,8.869999885559082,1057,27.600000381469727,-122.548725,38.484078
109,1,8,19.399999618530273,10.800000190734863,27.100000381469727,63.54999923706055,2.0899999141693115,13.069999694824219,1513,29,-91.503468,30.422783
110,1,530,7.5,1.600000023841858,14.300000190734863,51.2599983215332,76.9000015258789,8.40999984741211,1679,22.799999237060547,-124.387935,49.22471
111,1,1910,6.699999809265137,-0.8999999761581421,15.100000381469727,63.529998779296875,13.260000228881836,9.90999984741211,728,33.20000076293945,-120.009439,38.921375
112,1,286,8,-4.300000190734863,19.5,91.55999755859375,36.27000045776367,9.9399995803833,1240,38,-72.922913,41.942782
113,1,134,9.199999809265137,2.299999952316284,16.299999237060547,54.9900016784668,56.939998626708984,9.449999809265137,1535,24.600000381469727,-122.699092,49.29917
114,1,1965,7.400000095367432,0.699999988079071,15.5,59.880001068115234,135.3800048828125,8.630000114440918,903,30.600000381469727,-119.591585,37.745828
115,1,491,4.900000095367432,-8.199999809265137,17,97.44000244140625,72.160003662109375,8.819999694824219,1123,39.79999923706055,-72.900013,44.136745
116,1,76,13.5,2.799999952316284,23.700000762939453,80.30999755859375,10.380000114440918,11.859999656677246,1079,35.20000076293945,-77.797217,37.636813
117,1,214,8.5,-3.700000047683716,19.899999618530273,91.16999816894531,35.13999938964844,10.020000457763672,1231,37.900001525878906,-72.991604,41.9128
118,1,372,7,-5.699999809265137,18.799999237060547,94.54000091552734,38.20000076293945,9.779999732971191,1092,38.900001525878906,-73.341395,42.750827
119,1,468,14.600000381469727,10,20,39.439998626708984,55.33000183105469,9.130000114440918,533,24.600000381469727,-120.037037,34.725243
120,1,618,14.399999618530273,9.199999809265137,20.600000381469727,44.88999938964844,76.30000305175781,9.34000015258789,638,25.899999618530273,-119.615745,34.510608
121,1,134,9.199999809265137,2.299999952316284,16.299999237060547,54.9900016784668,56.939998626708984,9.449999809265137,1535,24.600000381469727,-122.701319,49.299734
122,1,2639,3.4000000953674316,-7.099999904632568,14.100000381469727,82.7300033569336,55.68000030517578,9.59000015258789,315,41.599998474121094,-106.040738,38.782218
123,1,1483,11.800000190734863,4.300000190734863,20.299999237060547,63.81999969482422,74.3499984741211,9.140000343322754,755,33.29999923706055,-117.198391,34.276466
124,1,2465,14.600000381469727,9.699999809265137,18.399999618530273,34.66999816894531,109.87000274658203,8.470000267028809,458,24.700000762939453,-100.906532,25.207058
125,1,928,2.5,-10.100000381469727,14.199999809265137,93.95999908447266,101.0199966430664,7.949999809265137,1519,37.70000076293945,-71.286975,44.211734
126,1,583,8.5,-3.200000047683716,19.100000381469727,86.05000305175781,33.470001220703125,10.130000114440918,1128,36.099998474121094,-79.271188,40.152161
127,1,320,14.100000381469727,8,20.5,50,72.13999938964844,8.710000038146973,1014,29,-122.575107,38.564222
128,1,107,6.099999904632568,-4.599999904632568,16.5,83.16999816894531,10.8100004196167,11.399999618530273,1425,33,-63.792863,44.735827
129,1,979,10.699999809265137,1.100000023841858,19.600000381469727,71.86000061035156,94.63999938964844,8.319999694824219,1586,32.599998474121094,-83.638091,35.628958
130,1,329,10.699999809265137,7.099999904632568,14.899999618530273,31.030000686645508,140.2899932861328,7.550000190734863,1930,18.799999237060547,-124.223894,40.166631
131,1,514,13.600000381469727,7.300000190734863,20.5,53.13999938964844,83.80000305175781,8.59000015258789,1046,29.600000381469727,-122.568089,38.586162
132,1,238,13.899999618530273,8.300000190734863,19.700000762939453,45.439998626708984,57.36000061035156,9.279999732971191,1007,27.200000762939453,-122.585205,38.464054
133,1,249,14.399999618530273,8.300000190734863,20.600000381469727,49.22999954223633,63.29999923706055,9.199999809265137,926,28.700000762939453,-122.470823,38.46041
134,1,272,14.5,8.100000381469727,21,51.40999984741211,56.790000915527344,9.239999771118164,938,29.600000381469727,-122.454376,38.53736
135,1,341,8.300000190734863,-3.5999999046325684,19.600000381469727,89.660003662109375,33.59000015258789,10.210000038146973,1003,36.79999923706055,-75.809997,41.469465
136,1,2052,6.900000095367432,0.10000000149011612,14.899999618530273,59.58000183105469,135.33999633789062,8.520000457763672,836,30.5,-119.578042,37.744769
137,1,1096,18.899999618530273,9.899999618530273,26.700000762939453,65.779998779296875,28.790000915527344,9.829999923706055,350,33.5,-103.300944,29.342966
138,1,1578,16.700000762939453,8.800000190734863,23.5,57.54999923706055,120.36000061035156,7.800000190734863,443,29.700000762939453,-103.317644,29.314459
139,1,610,12.199999809265137,2.4000000953674316,21.299999237060547,73.1500015258789,78.5999984741211,9.069999694824219,1388,33.5,-83.536184,35.737825
140,1,1951,8.800000190734863,-2.200000047683716,19.899999618530273,85.16999816894531,41.0099983215332,10.369999885559082,371,42.29999923706055,-107.876177,37.04587
141,1,799,12,2.5,21,71.25,50.90999984741211,9.770000457763672,1283,32.79999923706055,-82.459264,35.545086
142,1,565,6.800000190734863,-5.099999904632568,17.899999618530273,88.81999969482422,22.09000015258789,10.779999732971191,1168,36.70000076293945,-75.395233,41.283267
143,1,9,23.100000381469727,18.100000381469727,27.5,36.91999816894531,1.4299999475479126,13.5,1332,21.899999618530273,-81.55219,26.266511
144,1,300,11.800000190734863,7.199999809265137,16.799999237060547,37.869998931884766,59.77000045776367,9.619999885559082,1224,24.5,-123.567847,39.410081
145,1,25,5.800000190734863,-5.900000095367432,17,89.36000061035156,9.270000457763672,11.760000228881836,1150,35.599998474121094,-63.697487,45.750063
146,1,65,6.400000095367432,-7.800000190734863,19.299999237060547,104.52999877929688,6.449999809265137,11.5600004196167,918,41.400001525878906,-74.096135,45.05529
147,1,322,9.5,-2.4000000953674316,20.700000762939453,89.12999725341797,38.34000015258789,10.460000038146973,991,36.5,-77.794241,40.912192
148,1,296,14.100000381469727,3.799999952316284,23.799999237060547,77.70999908447266,12.579999923706055,11.449999809265137,1355,33.900001525878906,-84.088992,35.686195
149,1,415,9.199999809265137,-2.5999999046325684,20.200000762939453,88.339996337890625,38.63999938964844,10.130000114440918,1001,36,-77.883743,40.730545
150,1,2221,15.800000190734863,10.5,20.100000381469727,38.20000076293945,119.62999725341797,8.039999961853027,426,25,-100.87194,25.367894
151,1,2365,15.600000381469727,10.199999809265137,20,38.810001373291016,104.87999725341797,8.579999923706055,446,26,-100.992254,25.229088
152,1,518,13.699999809265137,6.400000095367432,21.799999237060547,61.65999984741211,53.689998626708984,9.329999923706055,758,34.29999923706055,-122.565492,38.956822
153,1,312,6.5,1.7999999523162842,12.300000190734863,42.02000045776367,49.959999084472656,8.970000267028809,1981,17.799999237060547,-132.075255,53.258613
154,1,760,11.600000381469727,1.899999976158142,20.600000381469727,72.69000244140625,81.91999816894531,8.609999656677246,1428,33.29999923706055,-83.438463,35.677194
155,1,97,8.399999618530273,-4,20,92.12999725341797,11.640000343322754,11.399999618530273,1115,38.599998474121094,-71.588436,42.665923
156,1,2052,6.900000095367432,0.10000000149011612,14.899999618530273,59.58000183105469,135.33999633789062,8.520000457763672,836,30.5,-119.560738,37.739953
157,1,979,10.699999809265137,1.100000023841858,19.600000381469727,71.86000061035156,94.63999938964844,8.319999694824219,1586,32.599998474121094,-83.588239,35.640031
158,1,901,11.100000381469727,1.399999976158142,20.200000762939453,72.58000183105469,87.5999984741211,8.170000076293945,1609,32.70000076293945,-83.911234,35.546774
159,1,474,6.099999904632568,-6.300000190734863,17.700000762939453,92.80999755859375,49.93000030517578,9.489999771118164,1182,38.5,-72.153851,42.871241
160,1,415,9.199999809265137,-2.5999999046325684,20.200000762939453,88.339996337890625,38.63999938964844,10.130000114440918,1001,36,-77.883373,40.73068
161,1,518,13.699999809265137,6.400000095367432,21.799999237060547,61.65999984741211,53.689998626708984,9.329999923706055,758,34.29999923706055,-122.562808,38.944297
162,1,308,6.699999809265137,-5.900000095367432,18.299999237060547,93.55000305175781,27.649999618530273,10.270000457763672,1097,39.79999923706055,-72.209106,42.897587
163,1,1443,12.399999618530273,5.400000095367432,20.5,60.38999938964844,120.98999786376953,7.710000038146973,648,32.70000076293945,-116.993998,34.029446
164,1,134,9.199999809265137,2.299999952316284,16.299999237060547,54.9900016784668,56.939998626708984,9.449999809265137,1535,24.600000381469727,-122.693325,49.300945
165,1,2989,1,-7.599999904632568,10.600000381469727,72.30999755859375,92.279998779296875,8.4399995803833,626,35.20000076293945,-105.500548,40.151211000000004
166,1,428,13,3,22.399999618530273,74.7699966430664,35.529998779296875,9.930000305175781,1271,34,-83.48014,35.791098
167,1,1068,10.5,0.8999999761581421,19.399999618530273,71.76000213623047,116.16999816894531,8.239999771118164,1724,32.20000076293945,-83.994597,35.336697
168,1,760,11.600000381469727,1.899999976158142,20.600000381469727,72.69000244140625,81.91999816894531,8.609999656677246,1428,33.29999923706055,-83.497736,35.748767
169,1,933,14.699999809265137,8.199999809265137,22.5,56.45000076293945,115.56999969482422,8.239999771118164,599,30,-118.00589,34.173386
170,1,92,9,4.199999809265137,14.100000381469727,39.11000061035156,53.880001068115234,9.319999694824219,1236,18.5,-123.705556,48.383056
171,1,217,4.099999904632568,-9.399999618530273,16.200000762939453,99.910003662109375,11.430000305175781,11.510000228881836,898,39.5,-84.335753,46.51358
172,1,760,11.600000381469727,1.899999976158142,20.600000381469727,72.69000244140625,81.91999816894531,8.609999656677246,1428,33.29999923706055,-83.427565,35.713796
173,1,1965,7.400000095367432,0.699999988079071,15.5,59.880001068115234,135.3800048828125,8.630000114440918,903,30.600000381469727,-119.600722,37.738278
174,1,1965,7.400000095367432,0.699999988079071,15.5,59.880001068115234,135.3800048828125,8.630000114440918,903,30.600000381469727,-119.600565,37.740965
175,1,626,12.600000381469727,2.9000000953674316,21.799999237060547,73.13999938964844,17.549999237060547,11.020000457763672,1098,33.599998474121094,-82.662694,35.720668
176,1,2134,5.099999904632568,-2.299999952316284,13.600000381469727,63.90999984741211,69.66999816894531,9.180000305175781,951,33.599998474121094,-120.294067,39.489105
177,1,1926,7,-0.6000000238418579,15.699999809265137,65.12999725341797,40.099998474121094,9.5600004196167,544,34.29999923706055,-119.938412,39.249924
178,1,8,16.299999237060547,7,25.100000381469727,70.61000061035156,3.319999933242798,12.550000190734863,1295,29.899999618530273,-75.917375,35.862401
179,1,355,13.800000190734863,3.5999999046325684,23.299999237060547,76.4000015258789,29.559999465942383,10.5600004196167,1299,33.599998474121094,-83.771259,35.75477
180,1,226,3.700000047683716,-9.800000190734863,15.800000190734863,99.9800033569336,22.790000915527344,10.880000114440918,941,39.29999923706055,-84.407819,46.675544
181,1,30,9.199999809265137,5.099999904632568,13.899999618530273,35.540000915527344,14.9399995803833,11.020000457763672,3220,17,-125.761604,49.079697
182,1,1351,9.199999809265137,-0.20000000298023224,17.899999618530273,70.160003662109375,110.13999938964844,8.130000114440918,1707,31.299999237060547,-83.241393,35.6451
183,1,57,9.199999809265137,3,16.200000762939453,52.25,13.399999618530273,10.850000381469727,1413,23.100000381469727,-125.038771,49.737163
184,1,1403,1,-9.399999618530273,11.199999809265137,81.37999725341797,133.22999572753906,7.510000228881836,601,37.599998474121094,-115.898588,50.696197
185,1,493,6,-6.599999904632568,17.799999237060547,94.2300033569336,28.760000228881836,10.229999542236328,1158,38.79999923706055,-72.131741,43.087859
186,1,1168,5.900000095367432,-4.400000095367432,16.399999618530273,80.66999816894531,97.19000244140625,8.890000343322754,399,38.099998474121094,-113.971472,46.882049
187,1,649,13.899999618530273,8.600000381469727,20.100000381469727,45.63999938964844,77.13999938964844,8.630000114440918,556,27.899999618530273,-120.099167,35.032917
188,1,211,8.699999809265137,-3.4000000953674316,20,90.37999725341797,27.40999984741211,10.34000015258789,1246,37.5,-72.929409,41.80148
189,1,190,9.399999618530273,-2.299999952316284,20.5,88.05000305175781,22.700000762939453,10.819999694824219,1219,36.20000076293945,-73.555583,41.416202
190,1,710,12,2.4000000953674316,21,71.98999786376953,100.2300033569336,8.720000267028809,1546,33.20000076293945,-83.802129,35.47867
191,1,270,1.2000000476837158,-17.100000381469727,17,132.1999969482422,7.659999847412109,13.119999885559082,551,50.70000076293945,-95.681825,51.024372
192,1,87,13.399999618530273,2.700000047683716,23.5,80.23999786376953,8.729999542236328,12.069999694824219,1075,35.20000076293945,-77.881941,37.669035
193,1,248,9.199999809265137,4.699999809265137,14.300000190734863,38.11000061035156,110.76000213623047,8.569999694824219,2364,20.700000762939453,-123.699175,45.4631
